Unnamed: 0;Network_Edge_ID;Manually_Added;Distance;Network_Node_A_ID;Network_Node_B_ID;Traffic_flow_trucks_2019;Traffic_flow_trucks_2030
0;2604457;0;5.98;262914;260432;0;0
1;1013364;0;18.559;262914;109845;0;0
2;2604243;0;2.012;262911;109968;1871252;2513351
3;1013595;0;4.728;262911;122766;1871252;2513351
4;2604354;0;15.027.999.999.999.900;262909;260001;1038691;1449368
5;2604080;0;10.988;262908;260000;5200834;7293738
6;2604349;0;1.567;262907;105734;0;0
7;2604426;0;5.415;262906;260360;4849956;6794326
8;2604206;0;2.049;262905;122605;1967669;2864706
9;1018401;0;3.228;262905;260477;1967669;2864706
10;2604534;0;1.501;262904;260473;1967669;2864706
11;2604480;0;2.8;262903;262904;1967669;2864706
12;2604204;0;0.129;262903;260475;1967669;2864706
13;2604522;0;1.444;262902;102973;0;0
14;2604047;0;6.494;262896;260076;0;0
15;2604073;0;4.085;262895;260028;6037959;7997395
16;2604096;0;19.069.999.999.999.900;262894;260010;162278;293698
17;2610360;0;15.659.999.999.999.900;262892;120502;4903691;5917864
18;2610359;0;1.548;262891;116146;4903691;5917864
19;1030375;0;2.053;262891;262892;4903691;5917864
20;1024240;0;4.708;262890;116146;4903691;5917864
21;2610357;0;1.32;262889;262886;1140615;1238495
22;1030384;0;18.230.000.000.000.000;262889;262888;1140615;1238495
23;2610356;0;2.035;262888;262887;1140615;1238495
24;2610354;0;18.869.999.999.999.900;262885;262886;1140615;1238495
25;2610353;0;14.569.999.999.999.900;262885;262884;1140615;1238495
26;2610351;0;1.714;262883;116155;4903691;5917864
27;1024247;0;38.560.000.000.000.000;262883;116145;4903691;5917864
28;2610343;0;1.189;262876;120540;0;0
29;2610328;0;1.012;262861;262860;0;0
30;2610326;0;3.082;262859;262858;0;0
31;2610325;0;3.728;262857;262858;0;0
32;2610324;0;2.259;262856;262857;0;0
33;2610322;0;2.755;262855;120529;0;0
34;2610260;0;2.114;262806;116291;3991446;4313249
35;1030473;0;20.891;262806;100716;3991446;4313249
36;2610258;0;32.910.000.000.000.000;262804;262805;3991446;4313249
37;2610192;0;3.722;262792;116250;4751264;5150348
38;1024380;0;8.312.999.999.999.990;262792;116230;4751264;5150348
39;2610190;0;12.107.999.999.999.900;262790;116433;1875651;2486338
40;1030621;0;7.483;262790;262791;1875651;2486338
41;2610123;0;5.85;262774;120594;4044588;4467199
42;1030721;0;7.974;262774;116446;4044588;4467199
43;2610114;0;3.833;262772;262773;1004680;1076079
44;2610094;0;1.97;262752;262751;1004680;1076079
45;2610093;0;36.839.999.999.999.900;262751;262750;1004680;1076079
46;2610005;0;7.88;262734;120646;2515198;2748466
47;1030912;0;6.997.000.000.000.000;262734;120658;2515198;2748466
48;2500926;0;8.187.000.000.000.000;262727;250465;1499444;1656462
49;2610154;0;26.319.999.999.999.900;262711;116387;0;0
50;2610150;0;7.268;262707;116387;0;0
51;1030696;0;7.183;262707;262706;0;0
52;2610149;0;5.729;262706;116366;0;0
53;2610118;0;6.166;262652;116578;75490;85372
54;2610068;0;1.956;262645;100746;75490;85372
55;2614104;0;9.517.000.000.000.000;262632;262631;0;0
56;2614103;0;9.169;262630;262631;0;0
57;2614102;0;2.575;262630;103667;0;0
58;2614100;0;17.269.999.999.999.900;262629;250745;0;0
59;2614101;0;1.814;262628;262629;0;0
60;2614098;0;16.415;262626;103672;21;44
61;2614097;0;10.156;262625;262480;6689;12245
62;1251746;0;20.114;262624;262623;0;0
63;2614095;0;22.384;262623;262621;0;0
64;2614093;0;2.733;262621;262622;0;0
65;1004548;0;11.639.000.000.000.000;262606;101181;0;0
66;2614077;0;7.737.999.999.999.990;262598;262597;0;0
67;2614076;0;6.664;262597;262589;0;0
68;2614065;0;6.434;262587;262586;4469;7744
69;2614064;0;6.928;262587;262627;4469;7744
70;2614122;0;4.237;262586;262490;4469;7744
71;2614063;0;8.929;262585;103363;5346;9615
72;1004622;0;10.349;262585;103373;5346;9615
73;1004312;0;6.434;262552;262551;11001;19388
74;2614174;0;6.211;262551;198638;11001;19388
75;2614173;0;13.868;262550;262549;13181;21899
76;2614172;0;8.462;262549;262548;13181;21899
77;2614170;0;3.08;262547;262546;13181;21899
78;2614169;0;3.141;262545;262546;13181;21899
79;2614167;0;1.798;262544;262543;13181;21899
80;2614165;0;2.178;262542;262541;15591;24670
81;2614164;0;5.096;262540;262541;15591;24670
82;2614163;0;3.136;262539;262540;15591;24670
83;2614050;0;4.386;262539;103459;15591;24670
84;2614049;0;7.901;262538;198641;15591;24670
85;1307210;0;15.254.000.000.000.000;262538;262537;15591;24670
86;2614048;0;2.01;262537;250743;15591;24670
87;2614047;0;3.487;262536;103459;15591;24670
88;1004289;0;6.492.000.000.000.000;262536;198641;15591;24670
89;2614159;0;3.852;262531;250743;15591;24670
90;2501355;0;39.139.999.999.999.900;262531;262530;15591;24670
91;2614157;0;3.029;262529;262528;9654;11508
92;2614156;0;49.719.999.999.999.900;262527;262528;9654;11508
93;2614155;0;3.025;262527;262526;9654;11508
94;2614153;0;3.585;262525;262524;131;311
95;2614150;0;1.817;262522;262523;11931;13968
96;1004297;0;4.198;262522;262521;11931;13968
97;2614144;0;2.648;262517;186386;4312;7142
98;1251752;0;4.954;262517;198637;4312;7142
99;2614143;0;6.358;262515;262516;4312;7142
100;2614142;0;10.219;262514;262515;4312;7142
101;2614141;0;4.862;262514;168091;4312;7142
102;2614139;0;21.919.999.999.999.900;262511;103454;2311;4838
103;2614127;0;6.519;262509;262510;822976;2232279
104;1004301;0;12.532;262509;103462;822976;2232279
105;2614002;0;0.818;262507;262506;827308;2237261
106;1004306;0;6.072;262507;103464;827308;2237261
107;2614009;0;18.244;262506;103477;827308;2237261
108;2614119;0;1.96;262505;103471;827176;2236950
109;1004298;0;3.89;262505;103470;827176;2236950
110;2614118;0;1.598;262504;103470;839109;2250918
111;2614116;0;1.105;262502;200551;823238;2232590
112;2614138;0;8.652.999.999.999.990;262501;262503;16646;19230
113;1004302;0;22.56;262501;103473;16646;19230
114;2614125;0;15.029.000.000.000.000;262492;262493;4469;7744
115;2614014;0;5.620.399.999.999.990;262492;250748;4469;7744
116;2614124;0;34.271;262491;262493;4469;7744
117;2614123;0;1.973;262491;262490;4469;7744
118;2614017;0;1.932;262481;262474;0;0
119;2615549;0;9.146;262477;201045;96225;99584
120;1309493;0;19.87;262477;121523;96225;99584
121;2614004;0;18.976;262473;262474;0;0
122;2614030;0;6.522;262471;124902;834505;2252314
123;2610089;0;2.02;262458;250463;0;0
124;2500930;0;2.07;262458;250470;0;0
125;2610241;0;5.252.999.999.999.990;262406;120553;0;0
126;1030553;0;5.721;262406;262407;0;0
127;2610240;0;4.902;262405;116274;0;0
128;2610422;0;8.371;262372;262371;102701;79455
129;1031291;0;74.642;262372;262373;102701;79455
130;1033848;0;3.886;262370;122108;1317528;1970165
131;1033845;0;53.370.000.000.000.000;262370;122099;2433751;3560738
132;2610416;0;1.501;262367;262366;2515198;2748466
133;2610415;0;11.420.000.000.000.000;262366;262365;2515198;2748466
134;2610413;0;0.88;262364;120723;2515198;2748466
135;2610405;0;0.9570000000000001;262355;262356;0;0
136;2500954;0;4.195;262355;262354;0;0
137;2610402;0;22.680.000.000.000.000;262354;262353;0;0
138;1030368;0;4.885;262351;120501;2919104;3746805
139;2610394;0;0.604;262345;262344;0;0
140;2610392;0;14.480.000.000.000.000;262344;116101;0;0
141;2610391;0;0.452;262343;116101;0;0
142;1030363;0;1.105;262343;120498;0;0
143;1036497;0;23.609.999.999.999.900;262342;100876;0;0
144;1030407;0;15.419.999.999.999.900;262341;262345;0;0
145;1030378;0;4.792;262341;120505;0;0
146;2610386;0;0.665;262338;116134;754628;813170
147;1030409;0;1.392;262338;262339;754628;813170
148;2610385;0;0.81;262337;120511;0;0
149;1030386;0;1.443;262337;120507;0;0
150;2610383;0;0.565;262335;116134;754628;813170
151;2610371;0;32.319.999.999.999.900;262324;262323;930030;1489639
152;1024274;0;12.196;262324;100699;930030;1489639
153;1024318;0;4.454;262322;262321;930030;1489639
154;2610367;0;1.133;262320;116224;930030;1489639
155;2615585;0;5.621;262312;120773;66950;104816
156;2615582;0;73.770.000.000.000.000;262309;116586;66950;104816
157;2615581;0;10.148;262308;262309;66950;104816
158;2615881;0;10.22;262307;262306;66950;104816
159;1036590;0;15.433;262307;120766;66950;104816
160;2615876;0;11.579;262302;262294;191828;285502
161;1031138;0;11.967;262302;262295;191828;285502
162;2615875;0;3.404;262301;262298;0;0
163;2615874;0;8.531;262300;262298;0;0
164;1031141;0;24.267;262300;262299;0;0
165;2615873;0;5.362;262299;120768;0;0
166;2615872;0;18.362.000.000.000.000;262297;262301;0;0
167;2615870;0;17.660.999.999.999.900;262296;120764;191828;285502
168;1031145;0;22.316.999.999.999.900;262296;124512;66950;104816
169;2615869;0;18.217;262295;120764;191828;285502
170;2615867;0;0.441;262293;262292;0;0
171;2615866;0;0.653;262291;262293;0;0
172;2615864;0;70.829.999.999.999.900;262291;120745;0;0
173;2615857;0;11.138;262288;262289;319174;489080
174;2615855;0;5.5;262287;120736;319174;489080
175;1031129;0;20.756.999.999.999.900;262287;120761;319174;489080
176;2615692;0;30.388;262285;120745;0;0
177;1031099;0;37.833;262285;120735;319174;489080
178;2615826;0;16.640.000.000.000.000;262270;262266;632545;1136895
179;1031123;0;5.83;262268;120758;632545;1136895
180;2615728;0;5.3;262267;262268;632545;1136895
181;2615863;0;14.626;262266;262269;632545;1136895
182;2615608;0;1.204;262264;120781;66950;104816
183;1024659;0;11.880.999.999.999.900;262264;116586;66950;104816
184;2615860;0;5.676;262263;262262;191828;285502
185;1309508;0;25.14;262263;116583;191828;285502
186;2615858;0;27.430.000.000.000.000;262261;201035;719331;1073406
187;2615851;0;7.034;262260;262261;719331;1073406
188;2615850;0;16.230.000.000.000.000;262258;117948;1161292;2018214
189;2615849;0;4.925;262257;121605;1577028;2514566
190;2615555;0;0.222;262255;262177;520055;898095
191;2615558;0;2.550.800.000.000.000;262254;262173;520055;898095
192;2615552;0;12.834.000.000.000.000;262252;114177;520055;898095
193;1032759;0;17.548;262252;262249;520055;898095
194;2615554;0;2.339;262251;262254;520055;898095
195;1032803;0;17.31;262251;124502;520055;898095
196;2615847;0;23.719;262250;262253;520055;898095
197;2615551;0;3.201;262250;121611;520055;898095
198;2615553;0;0.7809999999999999;262249;262253;520055;898095
199;2615839;0;9.532;262247;121625;498920;754960
200;2615622;0;7.371;262239;121610;1339999;2142569
201;2615830;0;3.477;262238;262231;255796;398695
202;2615746;0;27.039.999.999.999.900;262237;262234;255796;398695
203;1032758;0;7.644;262237;262233;255796;398695
204;1309644;0;2.941.800.000.000.000;262236;262235;255796;398695
205;2615833;0;17.221;262235;201036;255796;398695
206;2615831;0;8.204;262233;262232;255796;398695
207;2615621;0;2.647;262232;262238;255796;398695
208;2501654;0;15.338;262228;250949;451009;841659
209;2501614;0;9.75;262226;251014;99445;194571
210;2615823;0;0.789;262225;117943;99445;194571
211;2615821;0;2.847;262223;251143;534619;892596
212;2615818;0;13.868;262220;124532;632545;1136895
213;2615817;0;36.630.000.000.000.000;262219;251128;25312;41576
214;2615814;0;12.329.999.999.999.900;262216;251101;66950;104816
215;2615813;0;1.159;262215;120780;66950;104816
216;2501688;0;13.125;262215;251099;66950;104816
217;2615812;0;2.437;262214;121598;222562;356240
218;2615809;0;2.531;262211;250961;181900;308594
219;1026540;0;13.86;262211;262212;181900;308594
220;2615808;0;39.389.999.999.999.900;262210;251032;865334;1559950
221;2615803;0;67.970.000.000.000.000;262205;117904;264655;479169
222;2615775;0;1.7;262177;262173;520055;898095
223;2615738;0;0.669;262126;124480;52005;76905
224;2615654;0;1.264;262126;124481;52005;76905
225;2615720;0;2.269;262119;262114;0;0
226;2615724;0;2.687;262118;262114;0;0
227;2615723;0;4.354;262117;262116;0;0
228;1032508;0;4.012;262117;262118;0;0
229;2615722;0;5.316;262115;262116;0;0
230;1032537;0;11.434.000.000.000.000;262113;121547;35001;50432
231;2615718;0;3.968;262112;262111;84896;87581
232;2615717;0;19.069.999.999.999.900;262110;262111;84896;87581
233;2615714;0;4.377;262108;262107;183229;288930
234;2615715;0;3.093;262106;262109;183229;288930
235;2615712;0;0.6920000000000001;262105;262106;183229;288930
236;1032515;0;4.694;262105;262108;183229;288930
237;2615655;0;2.055;262103;121527;0;0
238;1032507;0;36.860.000.000.000.000;262103;262104;0;0
239;2615653;0;0.22399999999999998;262102;124478;28249;32455
240;1036544;0;5.789;262102;262061;28249;32455
241;2615710;0;4.425;262101;121534;235235;365835
242;1032522;0;13.995.999.999.999.900;262101;262100;235235;365835
243;2615709;0;69.570.000.000.000.000;262100;262099;235235;365835
244;2615708;0;11.082;262098;262099;255796;398695
245;2615707;0;2.093;262097;262098;255796;398695
246;2615704;0;8.655;262096;262097;255796;398695
247;2615556;0;9.261.000.000.000.000;262096;262092;255796;398695
248;2615706;0;2.865;262095;262094;255796;398695
249;1026332;0;3.912;262095;124472;255796;398695
250;2615703;0;1.953;262092;262093;255796;398695
251;1036538;0;15.795;262091;262090;255796;398695
252;2615699;0;0.6809999999999999;262089;262088;420621;740175
253;2615694;0;1.575;262089;262084;420621;740175
254;2615698;0;0.5;262087;262088;420621;740175
255;2615697;0;1.349;262086;262087;420621;740175
256;2615695;0;2.25;262085;262084;420621;740175
257;1032533;0;11.341;262083;262085;420621;740175
258;2615693;0;17.027;262082;262083;451869;779470
259;2615668;0;15.243;262081;262082;451869;779470
260;2615666;0;14.339;262080;262079;451869;779470
261;2615664;0;6.636;262078;121543;451869;779470
262;1309607;0;12.378;262078;262080;451869;779470
263;2615665;0;13.865;262077;262079;451869;779470
264;1036567;0;30.439.999.999.999.900;262075;121549;451869;779470
265;2615662;0;17.730.000.000.000.000;262074;262076;451869;779470
266;2615659;0;0.434;262073;262074;451869;779470
267;2615658;0;29.139.999.999.999.900;262073;121551;451869;779470
268;1032541;0;4.095;262072;262070;528054;880566
269;2615657;0;2.436;262071;262072;528054;880566
270;2615649;0;6.354;262070;262069;528054;880566
271;2615648;0;3.069;262068;262069;528054;880566
272;2615647;0;72.520.000.000.000.000;262067;262068;520055;898095
273;2615645;0;5.303.999.999.999.990;262066;262065;520055;898095
274;2615644;0;12.14;262064;262065;520055;898095
275;2615642;0;1.608;262063;262062;520055;898095
276;2615640;0;35.660.000.000.000.000;262061;121532;28249;32455
277;1032510;0;6.994;262060;262059;456088;489024
278;2615638;0;4.274;262059;124467;456088;489024
279;2615630;0;26.319.999.999.999.900;262057;121530;145166;184404
280;1032532;0;3.918;262056;262053;145166;184404
281;2615628;0;59.239.999.999.999.900;262055;262057;145166;184404
282;2615563;0;21.92;262055;262054;456088;489024
283;1036531;0;15.819;262054;262058;456088;489024
284;2615565;0;16.085;262053;121539;145166;184404
285;2615604;0;4.666;262052;262051;145166;184404
286;1032529;0;8.561;262052;121539;145166;184404
287;2615603;0;3.661;262051;121541;145166;184404
288;1032556;0;20.346;262050;121541;145166;184404
289;2615602;0;20.993.000.000.000.000;262049;262050;145166;184404
290;2615601;0;9.899;262049;262048;145166;184404
291;2615600;0;3.904;262048;262046;145166;184404
292;2615587;0;1.365;262046;262047;145166;184404
293;2615579;0;2.222;262044;262043;35001;50432
294;2615578;0;2.362;262043;262042;35001;50432
295;2615598;0;56.370.000.000.000.000;262042;262041;35001;50432
296;2615599;0;1.669;262040;262041;35001;50432
297;1036570;0;10.468;262040;262039;35001;50432
298;2615597;0;8.609;262039;262038;35001;50432
299;2615571;0;10.745.999.999.999.900;262036;262037;235235;365835
300;1032518;0;14.024.000.000.000.000;262036;121534;235235;365835
301;2615596;0;11.572.000.000.000.000;262035;262038;35001;50432
302;2615616;0;10.517.999.999.999.900;262034;262035;35001;50432
303;2615615;0;5.358;262034;121548;35001;50432
304;2615614;0;1.526;262033;124497;35001;50432
305;2615566;0;2.603;262033;262032;35001;50432
306;1036572;0;4.909;262032;124498;35001;50432
307;2615637;0;1.649;262030;262031;35001;50432
308;2615636;0;2.487;262030;262029;35001;50432
309;2615634;0;0.765;262028;121275;505625;827741
310;2615633;0;2.188;262028;262027;505625;827741
311;2615632;0;5.922.999.999.999.990;262026;262027;505625;827741
312;2615562;0;8.566;262025;262023;505625;827741
313;1309481;0;9.595;262025;262026;505625;827741
314;2615561;0;3.83;262024;262023;505625;827741
315;2615560;0;8.199;262022;262024;505625;827741
316;2615627;0;2.84;262021;201043;505625;827741
317;2615559;0;3.59;262021;262022;505625;827741
318;2615625;0;35.469.999.999.999.900;262019;262020;96225;99584
319;2615624;0;43.180.000.000.000.000;262018;262017;96225;99584
320;1309516;0;11.767.999.999.999.900;262018;262019;96225;99584
321;2615617;0;9.592;262016;262017;96225;99584
322;2615607;0;9.225;262015;262016;96225;99584
323;2615606;0;9.022;262014;262015;96225;99584
324;2615613;0;0.498;262013;121538;96225;99584
325;2615605;0;8.391;262013;262014;96225;99584
326;2615612;0;3.525;262012;121538;96225;99584
327;1032524;0;4.408;262012;262011;96225;99584
328;2615610;0;4.873;262010;124483;96225;99584
329;1036553;0;10.374;262010;262009;96225;99584
330;2615827;0;1.344;262008;121608;319174;489080
331;2615595;0;3.12;262007;121608;319174;489080
332;2615570;0;4.633;262005;117706;52005;76905
333;2614000;0;3.943;262004;262481;0;0
334;1307208;0;22.022;262003;200548;19015;21956
335;2614001;0;37.988;262001;103659;0;0
336;1080266;0;18.685;262001;262473;0;0
337;2614129;0;1.103;261991;103454;2311;4838
338;2602015;0;18.030.000.000.000.000;261979;124256;2851756;3919435
339;1308252;0;67.379.999.999.999.900;261979;199680;2851756;3919435
340;1036168;0;1.724;261978;110919;785098;1071706
341;2602008;0;0.937;261977;110901;1346041;1716480
342;2602037;0;0.703;261969;110941;0;0
343;1015440;0;17.009.999.999.999.900;261969;110938;0;0
344;2602028;0;0.355;261965;124126;806498;1102724
345;2602026;0;4.854;261963;199807;2200225;2676794
346;2602018;0;24.619.999.999.999.900;261960;110885;1058574;1576389
347;2500737;0;8.626;261960;199890;1058574;1576389
348;2602001;0;3.074;261953;261952;1273534;2241069
349;2500764;0;5.058;261953;250370;1273534;2241069
350;1004805;0;3.155;261939;103849;167335;344026
351;2615190;0;14.325.999.999.999.900;261938;104004;114604;181755
352;2615191;0;28.416.999.999.999.900;261937;103788;149734;291556
353;1004720;0;14.219.000.000.000.000;261937;103789;149734;291556
354;2615233;0;6.88;261935;104106;140728;301874
355;1005070;0;28.361;261933;104075;498976;1128740
356;2605014;0;16.803;261925;261924;75384;47584
357;2605011;0;12.763;261922;104442;0;0
358;1005699;0;17.567;261922;261923;0;0
359;2605010;0;10.405.999.999.999.900;261921;103093;295322;253730
360;1003814;0;33.32;261921;103101;295322;253730
361;2605009;0;1.839;261920;103224;676299;537565
362;1004002;0;4.383;261920;103225;676299;537565
363;2605004;0;3.425;261917;125084;0;0
364;1037499;0;31.993.000.000.000.000;261917;103197;236981;138185
365;2605003;0;4.952;261916;103264;139428;298090
366;2605002;0;6.682;261915;103264;139428;298090
367;2605005;0;15.730.000.000.000.000;261913;261917;236981;138185
368;2501262;0;27.743.000.000.000.000;261913;250678;272262;226815
369;2615356;0;18.570.999.999.999.900;261911;261381;314;432
370;2615354;0;23.553;261910;149788;888;1245
371;2501435;0;25.276.999.999.999.900;261910;261909;888;1245
372;2615353;0;21.980.999.999.999.900;261909;261907;888;1245
373;2615352;0;22.395;261908;261907;888;1245
374;2615255;0;1.818;261905;201816;2295;3249
375;2501442;0;38.768;261902;150923;4354;6165
376;2615547;0;6.331;261858;201607;66855;107344
377;1055662;0;10.007;261858;201621;66855;107344
378;2615546;0;19.824;261857;261856;6268;9209
379;2615545;0;11.610.999.999.999.900;261855;261856;6268;9209
380;2615544;0;20.436;261854;261855;6268;9209
381;2615543;0;20.596.999.999.999.900;261824;261854;6268;9209
382;2615459;0;22.038;261823;261824;6268;9209
383;2615440;0;14.219.000.000.000.000;261816;261815;7316;10672
384;2615439;0;9.556.000.000.000.000;261814;261815;7316;10672
385;2615438;0;3.32;261813;261814;7316;10672
386;2615431;0;46.110.000.000.000.000;261807;261806;7734;11234
387;2615429;0;21.375;261804;261803;9748;14056
388;2615428;0;15.015;261802;261803;9748;14056
389;2615532;0;4.592;261801;261802;9972;14358
390;2615531;0;32.48;261800;261801;10858;15566
391;2615481;0;13.379.000.000.000.000;261792;261791;2015;2822
392;1037403;0;24.908;261792;201762;0;0
393;2615526;0;15.067;261790;261791;2015;2822
394;2615524;0;29.989.999.999.999.900;261789;150438;2015;2822
395;1055646;0;7.712.999.999.999.990;261789;125026;2015;2822
396;2615517;0;12.982.999.999.999.900;261761;261760;220;294
397;2615475;0;9.177.999.999.999.990;261752;149514;0;0
398;1054777;0;21.162;261751;261754;66;86
399;2615472;0;21.268;261749;261748;1155;1610
400;2615470;0;30.58;261747;261746;1350;1876
401;1055650;0;34.52;261747;148952;1350;1876
402;2615469;0;13.765.999.999.999.900;261745;261746;1350;1876
403;2615467;0;17.685;261744;125032;220;294
404;2615466;0;8.176;261742;261743;1570;2170
405;2615462;0;5.018;261739;150443;2460;3424
406;1055645;0;9.251;261739;261738;2460;3424
407;2615461;0;5.098;261738;125013;2460;3424
408;2615243;0;14.627;261736;261735;6008;8855
409;1251723;0;16.436;261736;261737;6008;8855
410;2615220;0;2.807;261728;261727;1089;1524
411;1055652;0;27.208.000.000.000.000;261728;261725;1089;1524
412;2615219;0;27.066;261726;261727;1089;1524
413;2615217;0;12.548;261725;261750;1089;1524
414;2615201;0;7.211;261713;261712;346;466
415;2615216;0;22.634;261712;261711;346;466
416;2615214;0;6.483;261710;125010;346;466
417;2615213;0;10.674.000.000.000.000;261709;261710;346;466
418;2615212;0;3.307;261708;150441;346;466
419;2615426;0;11.81;261697;261407;36;36
420;1055748;0;18.997;261697;261696;36;36
421;2615425;0;4.646;261696;261695;36;36
422;2615424;0;13.011;261695;150598;36;36
423;2615421;0;20.701.999.999.999.900;261680;261735;6008;8855
424;2612163;0;14.285;261679;261678;6008;8855
425;1055644;0;18.912;261679;186350;6008;8855
426;2612158;0;4.535;261676;261677;6268;9209
427;2612159;0;25.447;261675;261673;6268;9209
428;1001325;0;30.733;261675;261674;6268;9209
429;2612160;0;5.723;261674;261676;6268;9209
430;1036012;0;30.271;261672;261857;6268;9209
431;2612155;0;25.201.999.999.999.900;261671;150442;0;0
432;2612154;0;32.173;261670;261669;0;0
433;1055752;0;28.016;261670;261671;0;0
434;2612153;0;1.159;261668;261669;0;0
435;2612152;0;30.405;261668;261667;0;0
436;2612147;0;13.672;261663;261659;946;1311
437;2612151;0;35.975;261662;261667;946;1311
438;1055364;0;20.133;261660;261661;946;1311
439;2612113;0;55.070.000.000.000.000;261639;201110;0;0
440;2612201;0;6.609;261638;201335;31562;57744
441;2612174;0;28.725;261632;201370;31851;58130
442;1309522;0;32.739.000.000.000.000;261632;201415;35550;63321
443;2612173;0;18.282;261631;201415;35550;63321
444;1056104;0;29.424;261631;201432;35550;63321
445;1036009;0;17.288;261621;261620;6994;9745
446;2612011;0;5.712.999.999.999.990;261620;201331;6994;9745
447;2612010;0;52.570.000.000.000.000;261618;261619;6994;9745
448;2612008;0;13.205;261617;201318;9445;13209
449;2612119;0;8.21;261610;200448;4731;6556
450;1307153;0;20.412;261610;200444;4731;6556
451;2612108;0;6.186;261605;261604;28659;40061
452;2615268;0;14.984.000.000.000.000;261582;201728;10858;15566
453;2615267;0;12.625;261581;261578;11415;16324
454;2615266;0;37.489.999.999.999.900;261580;201649;11629;16608
455;2615265;0;5.34;261579;201642;11629;16608
456;1309373;0;14.229.000.000.000.000;261579;261580;11629;16608
457;2612086;0;5.141;261543;201479;2999;4050
458;2612085;0;5.468;261542;201492;2999;4050
459;2612083;0;8.735;261540;261539;1241;1625
460;2612081;0;13.782;261538;201447;300;346
461;1056170;0;27.570.999.999.999.900;261538;261537;300;346
462;2612080;0;18.497;261537;201457;300;346
463;2612072;0;3.096;261529;201496;5118;7060
464;1309608;0;19.672;261529;201502;5118;7060
465;2612071;0;2.182;261528;201496;5118;7060
466;2612068;0;10.249;261525;201642;11629;16608
467;2612067;0;10.503;261524;201656;11629;16608
468;1055750;0;20.449;261524;261525;11629;16608
469;2612047;0;7.159;261515;201656;12002;17094
470;2612202;0;5.79;261508;201335;31562;57744
471;1307859;0;11.359.000.000.000.000;261508;201345;31562;57744
472;2612019;0;14.904.000.000.000.000;261492;201187;4142;5820
473;2612018;0;7.824;261491;201206;5214;7270
474;2612191;0;8.556.000.000.000.000;261474;261473;28659;40061
475;1309476;0;26.092;261463;201505;3405;4589
476;2612169;0;6.726;261462;201579;562;654
477;2612167;0;8.305;261460;261459;10884;15060
478;1307539;0;19.262;261460;201554;10884;15060
479;2615393;0;11.512;261450;261441;859;1204
480;2615417;0;4.56;261449;261434;2282;3215
481;2615416;0;4.718;261448;149825;288;398
482;2615415;0;3.696;261446;261447;288;398
483;2615413;0;14.630.999.999.999.900;261445;261444;288;398
484;1251712;0;14.692;261445;261446;288;398
485;2615396;0;3.19;261443;261444;288;398
486;2615395;0;5.983;261442;261443;288;398
487;2615394;0;17.093;261441;261442;859;1204
488;2615392;0;6.062;261440;261439;859;1204
489;1037434;0;7.441;261440;186338;859;1204
490;2615391;0;4.436;261439;125041;859;1204
491;2615390;0;7.99;261438;125041;859;1204
492;2615389;0;5.814;261437;261436;859;1204
493;1054780;0;11.14;261437;261438;859;1204
494;2615388;0;11.939;261435;261436;859;1204
495;2615387;0;77.570.000.000.000.000;261435;261434;859;1204
496;2615374;0;7.127.999.999.999.990;261406;261407;2131;2994
497;2615372;0;10.280.999.999.999.900;261405;150005;2131;2994
498;2615371;0;24.256.999.999.999.900;261404;146674;2571;3618
499;1055358;0;18.266;261404;261405;2131;2994
500;2615370;0;2.551;261403;146674;2571;3618
501;2615369;0;20.641;261402;261403;2571;3618
502;1055693;0;25.834;261402;261401;2571;3618
503;2615363;0;24.641;261388;250787;4354;6165
504;2501291;0;34.096;261388;250788;4354;6165
505;2615360;0;17.544;261385;130000;314;432
506;2615358;0;33.165;261384;261383;314;432
507;1036040;0;37.779;261384;261385;314;432
508;2615359;0;8.422;261382;261383;314;432
509;2615357;0;12.81;261381;261382;314;432
510;2615346;0;15.159;261372;261371;4159;5754
511;2615343;0;5.166;261369;201274;31181;57226
512;1307201;0;6.564;261367;201593;1059;1329
513;2612054;0;8.066;261361;201677;9079;24599
514;2612052;0;10.765;261359;200490;10419;26456
515;2612051;0;4.493;261358;200491;10419;26456
516;1005496;0;18.655;261358;261359;10419;26456
517;2612024;0;17.885;261340;201425;941;1279
518;1307782;0;31.498;261340;201447;941;1279
519;1055380;0;5.381;261338;201407;0;0
520;2612004;0;16.387.999.999.999.900;261335;261334;941;1279
521;2612020;0;7.935;261331;201552;0;0
522;2614016;0;13.299.000.000.000.000;261312;261991;2311;4838
523;2611019;0;12.109.999.999.999.900;261305;261306;57660;110791
524;2611018;0;3.266;261304;261305;57660;110791
525;2611016;0;3.904;261302;261301;529640;1098242
526;1015231;0;6.603;261302;110140;529640;1098242
527;2611015;0;1.025;261300;261301;529640;1098242
528;2611011;0;3.568;261298;261296;0;0
529;1090000;0;4.744;261298;261293;0;0
530;2611010;0;1.785;261297;261296;0;0
531;2611008;0;0.26899999999999996;261295;103590;0;0
532;2608349;0;2.158;261268;100428;0;0
533;1000345;0;3.165;261268;100444;0;0
534;2608348;0;2.057;261267;100420;0;0
535;1009833;0;1.709;261266;261267;0;0
536;2608347;0;2.427;261265;261266;0;0
537;1000329;0;34.139.999.999.999.900;261264;100423;0;0
538;1310457;0;3.214;261258;201929;1641432;2094581
539;1015471;0;4.67;261257;201997;926230;1328454
540;2608159;0;3.161;261256;106682;1641432;2094581
